Waktu pengosongan,Voltage,Current,Temperature,Unnamed: 4,SOH,Combined,RUL
77.025,4.12851,5.0,23.87099,,93.34539669070853,7189.929180101824,93.26339794754846
80.025,4.12716,5.0,23.76583,,93.15638523546876,7454.839728468388,93.1539338654504
83.025,4.12598,5.0,23.66067,,92.99117522274075,7720.592322868051,93.04446978335234
86.025,4.1248,5.0,23.87099,,92.82596521001261,7985.3536571913355,92.93500570125427
89.025,4.12362,5.0,23.76583,,92.6607551972846,8249.123731438262,92.82554161915621
92.025,4.12244,5.0,23.76583,,92.49554518455659,8511.90254560882,92.71607753705815
95.025,4.12126,5.0,23.87099,,92.33033517182858,8773.690099703012,92.6066134549601
98.025,4.12008,5.0,23.97615,,92.16512515910046,9034.486393720823,92.49714937286203
101.025,4.11907,5.0,23.76583,,92.02371658888408,9296.695968392016,92.38768529076397
104.025,4.11789,5.0,23.76583,,91.85850657615607,9555.581146584636,92.27822120866591
107.025,4.11688,5.0,23.97615,,91.71709800593972,9816.022414085699,92.16875712656784
110.025,4.11587,5.0,23.76583,,91.57568943572335,10075.615230165462,92.05929304446978
113.025,4.11502,5.0,23.76583,,91.45668222316503,10336.891508273227,91.94982896237173
116.025,4.11401,5.0,23.76583,,91.31527365294866,10594.85462558337,91.84036488027365
119.025,4.113,5.0,23.87099,,91.17386508273229,10851.96929147221,91.7309007981756
122.025,4.11216,5.0,23.87099,,91.05625795502756,11111.13987696224,91.62143671607754
125.025,4.11115,5.0,23.87099,,90.91484938481119,11366.62904433602,91.51197263397947
128.025,4.1103,5.0,23.76583,,90.79584217225276,11624.137694102661,91.40250855188141
131.025,4.10946,5.0,23.87099,,90.67823504454815,11881.115746711921,91.29304446978335
134.025,4.10862,5.0,23.97615,,90.56062791684342,12137.38815655494,91.1835803876853
137.025,4.10794,5.0,23.97615,,90.46542214679674,12396.024469664824,91.07411630558722
140.025,4.1071,5.0,23.76583,,90.34781501909201,12650.95279804836,90.96465222348917
143.025,4.10626,5.0,23.76583,,90.23020789138728,12905.175483665666,90.85518814139111
146.025,4.10558,5.0,23.87099,,90.1350021213406,13161.963684768762,90.74572405929304
149.025,4.10474,5.0,24.0813,,90.01739499363586,13414.842288926584,90.63625997719498
152.025,4.10407,5.0,23.97615,,89.9235893084429,13670.633664616033,90.52679589509692
155.025,4.10339,5.0,23.76583,,89.82838353839624,13925.645158039877,90.41733181299885
158.025,4.10255,5.0,23.76583,,89.7107764106915,14176.545442299524,90.3078677309008
161.025,4.10204,5.0,24.18646,,89.63937208315646,14434.17988969027,90.19840364880274
164.025,4.10137,5.0,23.97615,,89.54556639796348,14687.711528425962,90.08893956670468
167.025,4.1007,5.0,23.66067,,89.4517607127704,14940.680333050475,89.97947548460661
170.025,4.10002,5.0,23.55551,,89.35655494272372,15192.848254136601,89.87001140250855
173.025,4.09935,5.0,23.76583,,89.26274925753074,15444.687190284258,89.7605473204105
176.025,4.09867,5.0,24.0813,,89.16754348748407,15695.716842384383,89.65108323831242
179.025,4.09817,5.0,23.97615,,89.09753924480262,15950.68696330079,89.54161915621437
182.025,4.09766,5.0,23.87099,,89.02613491726771,16204.982208315656,89.43215507411631
185.025,4.09699,5.0,23.66067,,88.93232923207461,16454.704216164606,89.32269099201824
188.025,4.09648,5.0,23.76583,,88.86092490453957,16708.075405176052,89.21322690992018
191.025,4.09598,5.0,23.76583,,88.79092066185824,16961.28561943147,89.10376282782212
194.025,4.0953,5.0,23.97615,,88.69571489181156,17209.186081883738,88.99429874572405
197.025,4.0948,5.0,23.87099,,88.62571064913023,17461.480640644884,88.884834663626
200.025,4.09429,5.0,23.87099,,88.55430632159519,17713.07512197708,88.77537058152794
203.025,4.09379,5.0,23.76583,,88.48430207891386,17964.525429571488,88.66590649942988
206.025,4.09328,5.0,23.87099,,88.41289775137882,18215.26725922782,88.55644241733181
209.025,4.09277,5.0,23.87099,,88.34149342384379,18465.580662918946,88.44697833523375
212.025,4.09227,5.0,23.87099,,88.27148918116245,18715.762493635968,88.3375142531357
215.025,4.09193,5.0,23.87099,,88.22388629613906,18970.341150827302,88.22805017103762
218.025,4.09143,5.0,23.87099,,88.15388205345772,19219.75013470512,88.11858608893957
221.025,4.09092,5.0,23.97615,,88.08247772592269,19468.42963937206,88.00912200684151
224.025,4.09041,5.0,23.87099,,88.01107339838778,19716.68071807382,87.89965792474345
227.025,4.09008,5.0,23.97615,,87.96487059821808,19970.22474756046,87.79019384264538
230.025,4.08957,5.0,23.76583,,87.89346627068305,20217.69457891387,87.68072976054732
233.025,4.08923,5.0,23.87099,,87.84586338565964,20470.28231544334,87.57126567844927
236.025,4.08873,5.0,23.87099,,87.7758591429783,20717.297154221455,87.4618015963512
239.025,4.08839,5.0,23.87099,,87.72825625795504,20969.246452057705,87.35233751425314
242.025,4.08805,5.0,23.76583,,87.68065337293163,21220.910132583776,87.24287343215508
245.025,4.08755,5.0,23.87099,,87.6106491302503,21466.799303139578,87.13340935005701
248.025,4.08721,5.0,23.76583,,87.5630462452269,21717.8245449724,87.02394526795895
251.025,4.08687,5.0,23.87099,,87.51544336020363,21968.56416949512,86.9144811858609
254.025,4.08637,5.0,23.76583,,87.44543911752217,22213.32767182857,86.80501710376282
257.025,4.08603,5.0,23.87099,,87.39783623249889,22463.428857658026,86.69555302166476
260.025,4.08569,5.0,23.87099,,87.35023334747551,22713.244426177316,86.58608893956671
263.025,4.08536,5.0,23.87099,,87.3040305473058,22963.142634705106,86.47662485746864
266.025,4.08502,5.0,23.87099,,87.25642766228253,23212.39116885871,86.36716077537058
269.025,4.08451,5.0,23.87099,,87.1850233347475,23454.950902630444,86.25769669327252
272.025,4.08418,5.0,23.87099,,87.13882053457779,23703.937655918522,86.14823261117446
275.025,4.08384,5.0,23.76583,,87.09121764955452,23952.26213406873,86.03876852907639
278.025,4.08367,5.0,23.87099,,87.06741620704275,24206.91839096306,85.92930444697834
281.025,4.08317,5.0,23.76583,,86.99741196436142,24448.447697284664,85.81984036488028
284.025,4.083,5.0,23.76583,,86.97361052184978,24702.67972846838,85.7103762827822
287.025,4.08266,5.0,23.87099,,86.9260076368264,24949.937341960096,85.60091220068415
290.025,4.08232,5.0,23.76583,,86.87840475180312,25196.909338141697,85.49144811858609
293.025,4.08199,5.0,23.76583,,86.83220195163342,25444.005976877383,85.38198403648803
296.025,4.08165,5.0,23.87099,,86.78459906661001,25690.41093869323,85.27251995438996
299.025,4.08131,5.0,23.87099,,86.73699618158675,25936.530283198976,85.1630558722919
302.025,4.08098,5.0,23.87099,,86.69079338141705,26182.786871022483,85.05359179019385
305.025,4.08064,5.0,23.76583,,86.64319049639364,26428.339181162468,84.94412770809578
308.025,4.0803,5.0,23.87099,,86.59558761137038,26673.605873992357,84.83466362599772
311.025,4.07996,5.0,23.87099,,86.54798472634698,26918.586949512068,84.72519954389966
314.025,4.0798,5.0,23.97615,,86.52558336868891,27171.196317352533,84.61573546180159
317.025,4.07946,5.0,23.97615,,86.47798048366565,27415.6817628341,84.50627137970353
320.025,4.07912,5.0,23.76583,,86.43037759864224,27659.88159100548,84.39680729760548
323.025,4.07878,5.0,23.76583,,86.38277471361897,27903.795801866767,84.2873432155074
326.025,4.07862,5.0,23.97615,,86.3603733559609,28155.64072337715,84.17787913340935
329.025,4.07828,5.0,24.18646,,86.31277047093764,28399.059304200255,84.06841505131129
332.025,4.07794,5.0,23.66067,,86.26516758591423,28642.19226771317,83.95895096921322
335.025,4.07777,5.0,23.66067,,86.2413661434026,28893.013692193454,83.84948688711516
338.025,4.07744,5.0,23.97615,,86.19516334323289,29136.120089096297,83.7400228050171
341.025,4.0771,5.0,24.0813,,86.1475604582095,29378.47180526089,83.63055872291905
344.025,4.07693,5.0,23.87099,,86.12375901569787,29628.726195375457,83.52109464082098
347.025,4.07659,5.0,23.55551,,86.07615613067459,29870.57808124735,83.41163055872292
350.025,4.07626,5.0,23.66067,,86.0299533305049,30112.634414509976,83.30216647662486
353.025,4.07609,5.0,23.87099,,86.00615188799313,30362.32177025877,83.19270239452679
356.025,4.07575,5.0,24.0813,,85.95854900296986,30603.392408782343,83.08323831242873
359.025,4.07558,5.0,23.97615,,85.93474756045822,30852.72274289351,82.97377423033068
362.025,4.07524,5.0,23.87099,,85.88714467543483,31093.29355112429,82.86431014823262
365.025,4.07491,5.0,23.55551,,85.84094187526512,31334.08980801865,82.75484606613455
368.025,4.07457,5.0,23.66067,,85.79333899024172,31574.093581883706,82.64538198403649
371.025,4.0744,5.0,23.76583,,85.7695375477301,31822.642668646557,82.53591790193843
374.025,4.07406,5.0,23.97615,,85.72193466270681,32062.146612218916,82.42645381984036
377.025,4.07373,5.0,23.97615,,85.67573186253712,32301.892805473057,82.3169897377423
380.025,4.07356,5.0,23.87099,,85.65193042002535,32549.87485787013,82.20752565564425
383.025,4.07322,5.0,23.66067,,85.60432753500208,32788.59755409417,82.09806157354618
386.025,4.07288,5.0,23.76583,,85.55672464997868,33027.034633008014,81.98859749144812
389.025,4.07255,5.0,23.76583,,85.51052184980898,33265.73076262193,81.87913340935006
392.025,4.07238,5.0,23.87099,,85.48672040729734,33512.93156767074,81.76966932725199
395.025,4.07204,5.0,23.97615,,85.43911752227407,33750.58739923631,81.66020524515393
398.025,4.0717,5.0,23.97615,,85.39151463725067,33987.95761349169,81.55074116305587
401.025,4.07137,5.0,23.87099,,85.34531183708098,34225.6036794654,81.4412770809578
404.025,4.0712,5.0,23.87099,,85.32151039456934,34472.02323716588,81.33181299885975
407.025,4.07086,5.0,23.87099,,85.27390750954595,34708.61220407294,81.22234891676169
410.025,4.07052,5.0,23.87099,,85.22630462452267,34944.9155536699,81.11288483466362
413.025,4.07019,5.0,23.76583,,85.18010182435297,35181.51155600339,81.00342075256556
416.025,4.06985,5.0,23.87099,,85.13249893932957,35417.247871234584,80.8939566704675
419.025,4.06951,5.0,23.87099,,85.0848960543063,35652.6985691557,80.78449258836945
422.025,4.06918,5.0,23.87099,,85.03869325413659,35888.45452057699,80.67502850627137
425.025,4.06884,5.0,23.87099,,84.99109036911321,36123.33818413234,80.56556442417332
428.025,4.0685,5.0,23.87099,,84.94348748408993,36357.93623037759,80.45610034207526
431.025,4.06816,5.0,23.87099,,84.89588459906653,36592.24865931265,80.34663625997719
434.025,4.06783,5.0,23.87099,,84.84968179889682,36826.88314276619,80.23717217787913
437.025,4.06749,5.0,23.97615,,84.80207891387356,37060.62853733559,80.12770809578107
440.025,4.06715,5.0,23.87099,,84.75447602885016,37294.08831459479,80.01824401368302
443.025,4.06682,5.0,23.87099,,84.70827322868045,37527.88274713616,79.90877993158495
446.025,4.06631,5.0,23.97615,,84.63686890114543,37750.15945163339,79.79931584948689
449.025,4.06597,5.0,23.87099,,84.58926601612215,37982.695172889245,79.68985176738883
452.025,4.06564,5.0,23.87099,,84.54306321595246,38215.57815019091,79.58038768529076
455.025,4.06513,5.0,23.87099,,84.47165888841742,38436.71658570214,79.4709236031927
458.025,4.06479,5.0,23.97615,,84.42405600339414,38668.3282509546,79.36145952109464
461.025,4.06429,5.0,23.87099,,84.3540517607127,38889.32671298257,79.25199543899657
464.025,4.06395,5.0,23.76583,,84.30644887568941,39120.29993954178,79.14253135689852
467.025,4.06344,5.0,23.87099,,84.23504454815438,39339.871680101794,79.03306727480046
470.025,4.06294,5.0,24.0813,,84.16504030547304,39559.67306957996,78.92360319270239
473.025,4.0626,5.0,23.97615,,84.11743742044965,39789.65083580819,78.81413911060433
476.025,4.0621,5.0,23.87099,,84.04743317776831,40008.67937844716,78.70467502850627
479.025,4.06159,5.0,23.66067,,83.97602885023328,40226.617219982996,78.5952109464082
482.025,4.06109,5.0,23.76583,,83.90602460755193,40444.80151145522,78.48574686431014
485.025,4.06058,5.0,24.0813,,83.8346202800169,40661.8867013152,78.37628278221209
488.025,4.06007,5.0,23.97615,,83.76321595248187,40878.543465209965,78.26681870011403
491.025,4.0594,5.0,23.87099,,83.6694102672889,41083.77217649553,78.15735461801596
494.025,4.05889,5.0,23.66067,,83.59800593975386,41299.5048843869,78.0478905359179
497.025,4.05839,5.0,23.87099,,83.52800169707253,41515.50504348747,77.93842645381984
500.025,4.05771,5.0,24.0813,,83.43279592702586,41718.48378341111,77.82896237172179
503.025,4.05721,5.0,23.97615,,83.36279168434453,41933.568287017406,77.71949828962371
506.025,4.05653,5.0,23.66067,,83.26758591429785,42135.48016228257,77.61003420752566
509.025,4.05603,5.0,23.87099,,83.19758167161638,42349.649010394525,77.5005701254276
512.025,4.05535,5.0,24.18646,,83.10237590156972,42550.49402100123,77.39110604332953
515.025,4.05468,5.0,23.66067,,83.00857021637675,42751.488875689436,77.28164196123147
518.025,4.05401,5.0,23.55551,,82.91476453118365,42951.920896266405,77.17217787913341
521.025,4.0535,5.0,24.0813,,82.84336020364861,43163.46175010602,77.06271379703534
524.025,4.05283,5.0,24.18646,,82.74955451845564,43362.835306533714,76.95324971493729
527.025,4.05215,5.0,23.76583,,82.65434874840898,43560.90814913024,76.84378563283923
530.025,4.05131,5.0,23.55551,,82.53674162070423,43746.53647751376,76.73432155074116
533.025,4.05063,5.0,23.97615,,82.44153585065756,43943.399646796744,76.6248574686431
536.025,4.04996,5.0,24.0813,,82.34773016546447,44140.44206194309,76.51539338654504
539.025,4.04929,5.0,24.0813,,82.2539244802715,44336.92164297834,76.40592930444697
542.025,4.04861,5.0,23.97615,,82.15871871022482,44532.07950890961,76.29646522234891
545.025,4.04777,5.0,23.87099,,82.04111158252009,44714.45684026301,76.18700114025086
548.025,4.04709,5.0,23.66067,,81.94590581247343,44908.40503288075,76.07753705815279
551.025,4.04642,5.0,23.76583,,81.85210012728045,45102.55347263471,75.96807297605473
554.025,4.04558,5.0,23.87099,,81.7344929995757,45282.95248408993,75.85860889395667
557.025,4.0449,5.0,23.87099,,81.63928722952903,45475.123969028406,75.74914481185861
560.025,4.04406,5.0,23.97615,,81.5216801018243,45654.178899024155,75.63968072976054
563.025,4.04322,5.0,23.87099,,81.40407297411957,45832.52818625367,75.53021664766248
566.025,4.04254,5.0,23.87099,,81.3088672040729,46022.85155918536,75.42075256556443
569.025,4.0417,5.0,23.87099,,81.19126007636817,46199.856764955395,75.31128848346637
572.025,4.04086,5.0,23.87099,,81.07365294866356,46376.156327959274,75.2018244013683
575.025,4.04018,5.0,23.87099,,80.97844717861689,46564.63158888418,75.09236031927024
578.025,4.03934,5.0,23.97615,,80.86084005091215,46739.58707042849,74.98289623717218
581.025,4.0385,5.0,23.87099,,80.74323292320742,46913.836909206584,74.87343215507411
584.025,4.03766,5.0,23.87099,,80.62562579550269,47087.381105218454,74.76396807297606
587.025,4.03681,5.0,23.87099,,80.50661858294437,47259.39777365292,74.654503990878
590.025,4.03597,5.0,23.97615,,80.38901145523964,47431.526483877766,74.54503990877993
593.025,4.03513,5.0,23.97615,,80.27140432753491,47602.94955133639,74.43557582668187
596.025,4.03428,5.0,23.87099,,80.1523971149766,47772.832490453926,74.32611174458381
599.025,4.03344,5.0,23.97615,,80.03478998727186,47942.840072125524,74.21664766248574
602.025,4.0326,5.0,23.97615,,79.91718285956726,48112.14201103098,74.10718358038768
605.025,4.03176,5.0,23.87099,,79.79957573186252,48280.73830717012,73.99771949828963
608.025,4.03091,5.0,23.87099,,79.68056851930422,48447.777673949946,73.88825541619156
611.025,4.03007,5.0,23.97615,,79.56296139159949,48614.95848430207,73.7787913340935
614.025,4.02906,5.0,23.87099,,79.42155282138312,48766.81897114977,73.66932725199544
617.025,4.02822,5.0,23.87099,,79.30394569367839,48932.5170916419,73.55986316989737
620.025,4.02737,5.0,23.97615,,79.18493848112007,49096.64148175647,73.45039908779931
623.025,4.02653,5.0,23.87099,,79.06733135341534,49260.92411646159,73.34093500570125
626.025,4.02552,5.0,23.87099,,78.92592278319897,49409.60081035213,73.23147092360318
629.025,4.02468,5.0,23.87099,,78.80831565549424,49572.40075519726,73.12200684150513
632.025,4.02383,5.0,23.87099,,78.68930844293592,49733.61016864658,73.01254275940707
635.025,4.02282,5.0,23.87099,,78.54789987271955,49879.88011667373,72.90307867730901
638.025,4.02198,5.0,23.97615,,78.43029274501482,50040.487528638085,72.79361459521095
641.025,4.02097,5.0,23.87099,,78.28888417479845,50185.13197815018,72.68415051311288
644.025,4.02013,5.0,23.97615,,78.17127704709372,50344.25670025453,72.57468643101483
647.025,4.01911,5.0,23.87099,,78.02846839202378,50486.36976134919,72.46522234891677
650.025,4.01827,5.0,23.87099,,77.91086126431904,50644.00759333898,72.3557582668187
653.025,4.01743,5.0,23.87099,,77.79325413661431,50800.93978256256,72.24629418472064
656.025,4.01642,5.0,23.87099,,77.65184556639794,50941.551987696206,72.13683010262258
659.025,4.01541,5.0,23.87099,,77.51043699618157,51081.31574140856,72.02736602052451
662.025,4.01456,5.0,23.97615,,77.39142978362325,51235.061302503185,71.91790193842645
665.025,4.01355,5.0,23.97615,,77.25002121340688,51373.19535744591,71.8084378563284
668.025,4.01271,5.0,23.97615,,77.13241408570215,51526.38091960118,71.69897377423032
671.025,4.0117,5.0,23.87099,,76.99100551548578,51662.889476028846,71.58950969213227
674.025,4.01085,5.0,23.87099,,76.87199830292735,51813.64865613061,71.48004561003421
677.025,4.00984,5.0,23.97615,,76.73058973271098,51948.52751378865,71.37058152793614
680.025,4.00883,5.0,23.87099,,76.58918116249461,52082.5579200254,71.26111744583808
683.025,4.00799,5.0,23.87099,,76.47157403479,52231.99685511243,71.15165336374002
686.025,4.00698,5.0,23.87099,,76.33016546457362,52364.40176283412,71.04218928164195
689.025,4.00597,5.0,23.87099,,76.18875689435713,52495.958219134416,70.9327251995439
692.025,4.00496,5.0,23.87099,,76.04734832414077,52626.66622401351,70.82326111744584
695.025,4.00411,5.0,23.76583,,75.92834111158245,52772.09528107759,70.71379703534777
698.025,4.0031,5.0,23.87099,,75.78693254136608,52901.17358718706,70.60433295324971
701.025,4.00209,5.0,23.87099,,75.64552397114971,53029.40344187523,70.49486887115165
704.025,4.00125,5.0,23.87099,,75.52791684344498,53173.54165570635,70.3854047890536
707.025,4.00024,5.0,23.97615,,75.38650827322861,53300.14601187946,70.27594070695554
710.025,3.99922,5.0,23.97615,,75.24369961815866,53424.9078213831,70.16647662485747
713.025,3.99838,5.0,23.87099,,75.12609249045394,53566.78209800592,70.05701254275941
716.025,3.99737,5.0,23.87099,,74.98468392023756,53690.90830398809,69.94754846066135
719.025,3.99636,5.0,23.97615,,74.84327535002119,53814.186058548985,69.83808437856328
722.025,3.99535,5.0,23.87099,,74.70186677980482,53936.61536168857,69.72862029646522
725.025,3.99417,5.0,23.97615,,74.53665676707675,54040.93957254982,69.61915621436717
728.025,3.99349,5.0,23.87099,,74.44145099703007,54195.23736211282,69.5096921322691
731.025,3.99248,5.0,23.97615,,74.3000424268137,54315.18851506148,69.40022805017104
734.025,3.99147,5.0,23.87099,,74.15863385659735,54434.29121658886,69.29076396807298
737.025,3.99063,5.0,23.87099,,74.0410267288926,54570.08772486207,69.18129988597491
740.025,3.98962,5.0,23.87099,,73.89961815867623,54687.56492787438,69.07183580387685
743.025,3.98877,5.0,23.87099,,73.78061094611793,54820.83844823927,68.9623717217788
746.025,3.98776,5.0,23.97615,,73.63920237590156,54936.68595248196,68.85290763968072
749.025,3.98675,5.0,23.87099,,73.49779380568512,55051.6850053033,68.74344355758267
752.025,3.98574,5.0,23.87099,,73.35638523546875,55165.83560670338,68.63397947548461
755.025,3.9849,5.0,23.97615,,73.23877810776408,55297.10844081457,68.52451539338654
758.025,3.98389,5.0,23.87099,,73.09736953754772,55409.63354369961,68.41505131128848
761.025,3.98287,5.0,23.87099,,72.95456088247771,55520.24469558759,68.30558722919042
764.025,3.98186,5.0,23.87099,,72.81315231226134,55631.06869537546,68.19612314709235
767.025,3.98102,5.0,23.97615,,72.6955451845566,55759.30054518452,68.0866590649943
770.025,3.98001,5.0,23.97615,,72.55413661434022,55868.49904645733,67.97719498289624
773.025,3.97917,5.0,23.87099,,72.4365294866355,55995.2482064064,67.86773090079818
776.025,3.97815,5.0,23.97615,,72.2937208315655,56101.73470831561,67.75826681870012
779.025,3.97731,5.0,23.87099,,72.17611370386082,56226.99697815017,67.64880273660205
782.025,3.9763,5.0,23.87099,,72.03470513364445,56332.9402821383,67.539338654504
785.025,3.97529,5.0,23.87099,,71.89329656342808,56438.035134705126,67.42987457240594
788.025,3.97445,5.0,23.87099,,71.77568943572335,56561.03766758589,67.32041049030786
791.025,3.97343,5.0,23.87099,,71.63288078065334,56663.39951951631,67.21094640820981
794.025,3.97242,5.0,23.87099,,71.49147221043697,56766.01622189221,67.10148232611175
797.025,3.97158,5.0,23.76583,,71.37386508273224,56886.75481756466,66.99201824401368
800.025,3.97057,5.0,23.76583,,71.23245651251587,56987.746021425504,66.88255416191562
803.025,3.96973,5.0,23.87099,,71.1148493848112,57107.00192723801,66.77309007981756
806.025,3.96871,5.0,23.87099,,70.97204072974118,57205.239129189635,66.66362599771949
809.025,3.96787,5.0,23.97615,,70.85443360203645,57323.008144887535,66.55416191562144
812.025,3.96686,5.0,23.87099,,70.71302503182008,57420.7441514637,66.44469783352338
815.025,3.96602,5.0,23.87099,,70.59541790411534,57537.0304773016,66.3352337514253
818.025,3.96501,5.0,23.87099,,70.45400933389898,57633.14098536271,66.22576966932725
821.025,3.96416,5.0,23.87099,,70.33500212134066,57746.79511667372,66.11630558722919
824.025,3.96332,5.0,23.87099,,70.21739499363593,57860.88890963085,66.00684150513112
827.025,3.96231,5.0,23.87099,,70.07598642341956,57954.59267182856,65.89737742303306
830.025,3.96147,5.0,23.97615,,69.95837929571483,58067.20377492571,65.787913340935
833.025,3.96046,5.0,23.87099,,69.81697072549845,58159.28203860835,65.67844925883693
836.025,3.95961,5.0,23.87099,,69.69796351294015,58269.239945905785,65.56898517673888
839.025,3.95877,5.0,23.87099,,69.58035638523542,58379.658516122145,65.45952109464082
842.025,3.95776,5.0,23.87099,,69.43894781501905,58469.33003394141,65.35005701254276
845.025,3.95692,5.0,23.87099,,69.32134068731438,58578.26591429783,65.2405929304447
848.025,3.95607,5.0,23.87099,,69.202333474756,58685.30884492996,65.13112884834663
851.025,3.95523,5.0,23.87099,,69.08472634705127,58792.82923949931,65.02166476624858
854.025,3.95439,5.0,23.76583,,68.9671192193466,58899.64399130248,64.91220068415052
857.025,3.95338,5.0,23.87099,,68.82571064913023,58985.35466907083,64.80273660205245
860.025,3.95253,5.0,23.97615,,68.70670343657186,59089.48262303771,64.69327251995439
863.025,3.95152,5.0,23.87099,,68.5652948663555,59173.563602036455,64.58380843785633
866.025,3.95068,5.0,23.76583,,68.44768773865081,59277.40877386507,64.47434435575826
869.025,3.94984,5.0,23.76583,,68.33008061094608,59380.54830292742,64.3648802736602
872.025,3.94899,5.0,23.97615,,68.21107339838773,59481.76128022905,64.25541619156215
875.025,3.94815,5.0,23.87099,,68.09346627068304,59583.48532350442,64.14595210946408
878.025,3.94731,5.0,23.76583,,67.97585914297831,59684.50372401353,64.03648802736602
881.025,3.94647,5.0,23.76583,,67.85825201527364,59784.816481756454,63.927023945267955
884.025,3.94562,5.0,23.97615,,67.73924480271526,59883.185886720355,63.8175598631699
887.025,3.94478,5.0,23.97615,,67.62163767501059,59982.083158676265,63.70809578107183
890.025,3.94394,5.0,23.76583,,67.50403054730586,60080.2747878659,63.598631698973776
893.025,3.94309,5.0,23.76583,,67.38502333474754,60176.510463512925,63.48916761687571
896.025,3.94225,5.0,23.97615,,67.26741620704283,60273.28660691555,63.37970353477765
899.025,3.94141,5.0,24.0813,,67.14980907933808,60369.35710755192,63.27023945267959
902.025,3.94057,5.0,23.87099,,67.03220195163341,60464.721965422126,63.160775370581526
905.025,3.93972,5.0,23.76583,,66.91319473907505,60558.1140687314,63.05131128848347
908.025,3.93888,5.0,23.87099,,66.79558761137038,60652.063440814585,62.941847206385404
911.025,3.93804,5.0,23.97615,,66.67798048366564,60745.307170131484,62.83238312428734
914.025,3.93719,5.0,23.97615,,66.55897327110733,60836.56554412388,62.72291904218928
917.025,3.93652,5.0,23.87099,,66.46516758591424,60950.220305473005,62.61345496009122
920.025,3.93568,5.0,23.87099,,66.34756045820956,61041.41431056424,62.50399087799316
923.025,3.93483,5.0,23.87099,,66.22855324565118,61130.61035956718,62.394526795895096
926.025,3.93399,5.0,23.87099,,66.11094611794653,61220.38887887143,62.28506271379703
929.025,3.93315,5.0,23.87099,,65.99333899024178,61309.46175540937,62.175598631698975
932.025,3.93247,5.0,23.97615,,65.89813322019512,61418.70761455235,62.06613454960091
935.025,3.93163,5.0,23.87099,,65.78052609249045,61506.43640963088,61.956670467502846
938.025,3.93079,5.0,23.87099,,65.66291896478572,61593.45956194312,61.84720638540479
941.025,3.92995,5.0,23.97615,,65.54531183708097,61679.77707148912,61.737742303306725
944.025,3.9291,5.0,23.97615,,65.42630462452267,61764.06722316502,61.62827822120867
947.025,3.92843,5.0,23.87099,,65.33249893932964,61871.50980801865,61.5188141391106
950.025,3.92759,5.0,23.87099,,65.21489181162491,61955.77759333895,61.40935005701254
953.025,3.92674,5.0,23.97615,,65.0958845990666,62038.00542002544,61.29988597491448
956.025,3.92607,5.0,23.87099,,65.00207891387356,62143.61249363597,61.19042189281642
959.025,3.92523,5.0,23.76583,,64.88447178616883,62225.830554730564,61.08095781071836
962.025,3.92455,5.0,23.87099,,64.78926601612216,62328.89363915991,60.971493728620295
965.025,3.92371,5.0,23.87099,,64.67165888841743,62409.76761879503,60.86202964652223
968.025,3.92287,5.0,23.97615,,64.55405176071275,62489.93595566396,60.752565564424174
